index,having_IPhaving_IP_Address,URLURL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
3185,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,1,0,0
3186,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,0,-1,0,0
3187,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,0,0,-1,0,0,-1,0,0
3188,1,0,1,1,1,1,1,0,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,1
3189,0,0,0,1,0,1,1,1,1,1,1,0,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
319-1,1,0,1,1,1,1,0,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,0,1,0,1,0,1,1
3191,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,1,0,0,1,-1,1,1,1,1,0,0,1,0,1,0,1,1
319-1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
3193,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,-1,0,1,0,1,0,0,0,0,1,1,1,0
3194,1,0,1,1,1,0,0,0,1,0,0,1,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0
3195,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,-1,0,1,0,0,1,0,1,0,1,1,0,1
3196,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0
3197,1,0,1,1,1,0,0,0,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,0,-1,1,0
3198,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,1
3199,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
3-1-1-1,1,0,1,1,1,0,0,1,0,0,0,1,1,-1,-1,0,0,1,-1,1,1,0,1,1,0,1,0,1,-1,1,1
03-01-11,1,0,1,1,1,0,-1,-1,1,0,0,1,1,0,1,0,0,1,-1,1,1,0,1,1,0,1,0,1,1,1,0
3-1-1-1,0,0,0,1,0,0,0,1,0,1,1,0,1,-1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
03-01-13,1,1,1,1,1,0,-1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
03-01-14,1,0,1,0,1,1,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
03-01-15,1,0,1,1,1,0,-1,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0,0,1,0,1,1,1,1
03-01-16,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-1,0,1,0,1,0,0,-1,0,1,-1,0,0
03-01-17,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
03-01-18,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1
03-01-19,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0
03-11-01,1,0,1,1,1,0,-1,-1,1,0,1,0,0,0,-1,0,1,1,-1,0,1,0,1,1,1,0,0,1,1,1,0
3-111,0,0,0,1,0,0,0,1,1,1,1,0,0,-1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
03-11-01,1,0,1,1,1,0,-1,-1,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,0,-1,0,1,1,1,0
3-113,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,0
3-114,1,1,1,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
3-115,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
3-116,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,0,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0
3-117,1,0,1,1,1,0,1,0,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,1
3-118,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,0,0,0,-1,1,0
3-119,1,0,1,1,1,0,-1,0,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
3-1-1-1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,-1,1,0,-1,1,1
03-01-11,1,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
3-1-1-1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,1,1,0
03-01-13,1,0,1,1,1,0,-1,0,0,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
03-01-14,1,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,0,0,1,1,1,1,0
03-01-15,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
03-01-16,1,1,1,1,1,0,-1,1,0,0,1,1,1,-1,0,1,1,1,-1,0,1,0,1,0,1,1,0,1,-1,1,1
03-01-17,1,0,1,1,1,0,-1,0,0,0,0,1,1,0,-1,0,0,1,-1,0,0,0,0,0,1,1,0,1,-1,0,0
03-01-18,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,1,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,0
03-01-19,1,0,1,1,1,0,-1,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,0,0
3-13-1,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3-131,0,1,0,1,0,0,-1,0,0,0,1,0,1,0,1,1,1,0,-1,0,1,0,1,0,0,1,0,1,1,0,0
3-13-1,1,0,1,1,1,0,1,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3-133,1,0,1,1,1,0,-1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
3-134,1,0,1,1,1,0,-1,0,1,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
3-135,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,0,1,0,1,1,1,1
3-136,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,0,0,0
3-137,1,0,1,1,1,1,-1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
3-138,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,0,-1,0,0,-1,0,0
3-139,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,-1,0,0
3-14-1,1,0,1,1,1,0,1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,0,-1,0,1,1,1,0
3-141,0,0,0,1,0,0,-1,-1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,-1,1,0
3-14-1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
3-143,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,0,1,1,1,1,0,1,-1,1,1
3-144,1,0,1,1,1,0,0,0,1,0,0,1,0,0,-1,0,0,1,-1,0,0,0,0,1,1,-1,0,1,-1,0,0
3-145,1,0,1,1,1,1,-1,1,0,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
3-146,1,0,1,1,1,0,0,1,0,0,1,1,1,-1,-1,0,1,1,-1,1,1,0,1,1,1,-1,0,0,-1,1,1
3-147,1,0,1,1,1,0,0,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,0,-1,0,0,-1,1,0
3-148,1,0,1,1,1,0,-1,0,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
3-149,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1
3-15-1,1,0,1,1,1,0,1,1,0,1,1,0,1,-1,1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,0,1,1
3-151,1,0,1,1,1,0,0,1,1,1,1,0,0,-1,1,0,0,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
3-15-1,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,1,0,-1,1,1
3-153,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
3-154,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
3-155,1,0,1,1,1,0,0,0,1,0,0,1,0,0,-1,0,0,1,-1,0,0,0,0,1,1,-1,0,1,-1,0,0
3-156,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
3-157,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3-158,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
3-159,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1
3-16-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1
3-161,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,0,0,1,1,1,1,1
3-16-1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
3-163,1,0,1,1,1,0,0,1,0,0,0,1,1,1,-1,0,0,1,-1,0,0,0,0,0,1,1,0,1,-1,0,1
3-164,1,0,1,1,1,0,-1,0,1,0,0,1,0,0,-1,0,0,1,-1,0,1,0,0,0,0,0,0,1,-1,0,0
3-165,1,0,1,1,1,0,0,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,0,1,1,0
3-166,0,1,0,1,0,0,-1,1,0,1,1,0,1,-1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
3-167,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1,0,1,0,0,1,1,-1,0,1,-1,0,0
3-168,0,1,0,1,0,0,0,1,0,1,1,0,1,-1,0,1,1,1,1,1,1,1,1,0,0,-1,0,1,1,1,0
3-169,1,0,1,1,1,0,0,1,1,0,1,1,0,0,-1,0,1,1,-1,1,1,0,1,0,1,0,0,1,-1,1,0
3-17-1,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,1,0,0,1,-1,1,1,1,1,0,0,0,0,1,1,1,1
3-171,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,0,-1,1,1
3-17-1,1,1,1,1,1,0,-1,0,0,0,1,1,1,-1,-1,1,0,1,-1,0,1,0,1,0,1,1,0,1,-1,1,1
3-173,1,0,1,1,1,1,-1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1
3-174,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3-175,1,0,1,1,1,0,1,0,0,1,1,1,0,0,-1,0,0,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
3-176,1,0,1,0,1,0,0,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
3-177,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
3-178,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0
3-179,1,0,1,1,1,0,1,1,0,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
3-18-1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,0,0,0,0,1,1,0
3-181,1,1,1,1,1,0,-1,0,0,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
3-18-1,1,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
3-183,1,0,1,1,1,0,0,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3-184,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,1
3-185,1,0,1,1,1,0,1,1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0
3-186,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,1
3-187,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
3-188,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
3-189,1,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
3-19-1,1,0,1,1,1,0,1,1,0,0,1,1,1,-1,1,0,1,1,-1,1,1,0,0,1,0,-1,0,1,1,1,1
3-191,1,0,1,1,1,0,0,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,0,0,1,1,1,1,1
3-19-1,1,0,1,1,1,0,-1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
3-193,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1
3-194,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,0,-1,1,0
3-195,1,0,1,0,1,0,1,1,1,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3-196,1,0,1,1,1,0,1,1,0,0,0,1,1,-1,0,0,0,1,-1,1,1,1,1,1,1,1,0,1,-1,0,1
3-197,1,0,1,1,1,1,0,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,0,1,0,1,1,1,1
3-198,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,1,1,0
3-199,1,0,1,1,1,0,0,0,1,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
33-1-1,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
33-11,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
33-1-1,1,0,1,1,1,0,0,1,0,1,1,0,1,-1,1,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,1
33-13,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,0,1,0,1,1,1,0
33-14,1,0,0,1,1,1,0,1,1,1,1,1,0,1,-1,0,0,0,-1,1,1,1,1,1,0,-1,0,1,-1,0,1
33-15,1,0,1,1,1,0,0,0,1,0,0,1,0,0,-1,0,0,1,-1,0,0,0,0,0,0,-1,0,1,-1,0,0
33-16,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
33-17,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
33-18,0,1,0,1,0,0,-1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,-1,0,0
33-19,1,0,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
331-1,1,0,1,1,1,0,-1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
3311,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
331-1,1,0,1,0,1,0,-1,0,1,1,1,1,1,0,1,0,0,0,-1,1,1,1,1,0,1,1,0,1,1,0,0
3313,1,0,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
3314,1,1,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1
3315,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,-1,0,1,1,1,0
3316,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
3317,1,0,1,1,1,1,0,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
3318,1,0,1,1,1,1,1,1,0,0,0,1,1,1,-1,0,0,1,-1,0,1,0,0,1,1,1,0,1,-1,0,1
3319,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
33-1-1,1,0,1,1,1,0,0,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0
33-11,1,0,1,1,1,0,-1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
33-1-1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
33-13,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,0,0,0,1,0,1,0
33-14,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1
33-15,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1
33-16,1,0,1,1,1,0,1,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
33-17,1,0,1,1,1,0,1,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,1
33-18,1,0,1,1,0,0,-1,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,0
33-19,1,0,1,1,1,0,-1,-1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0
333-1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
3331,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,0,0,0,0,-1,1,0
333-1,0,0,0,1,0,0,0,1,0,1,1,0,1,-1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
3333,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
3334,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,0,1,1,1,1
3335,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,0,-1,1,1
3336,1,0,1,1,1,0,-1,1,1,1,1,0,0,-1,0,0,1,0,-1,1,1,1,1,0,0,-1,0,1,1,0,0
3337,1,0,1,1,1,1,1,1,1,0,0,1,0,1,-1,0,0,1,-1,0,1,0,0,1,1,1,0,1,-1,0,1
3338,1,1,1,0,1,0,-1,-1,0,1,1,1,1,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
3339,0,0,0,1,0,0,-1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
334-1,1,1,1,1,1,0,0,1,0,0,0,1,1,-1,-1,1,0,1,-1,1,1,1,1,0,1,1,1,1,-1,0,1
3341,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
334-1,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,-1,0,1,0,-1,1,1,1,1,1,0,1,0,1,0,0,1
3343,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,0
3344,1,0,1,1,1,0,1,0,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,0,1,1,0,-1,0,1,1,1,1
3345,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
3346,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
3347,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
3348,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
3349,1,0,1,1,1,0,-1,1,0,0,0,1,1,-1,1,0,0,1,-1,0,0,0,0,0,0,1,0,1,1,0,1
335-1,1,1,1,0,1,0,0,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3351,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1
335-1,1,-1,1,1,1,0,0,0,1,0,1,1,0,0,-1,0,1,1,-1,0,1,0,1,0,0,-1,0,1,-1,1,0
3353,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
3354,1,1,1,1,1,0,-1,-1,0,0,0,1,1,0,-1,1,0,1,-1,1,1,0,1,1,1,-1,0,1,-1,0,0
3355,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
3356,1,0,1,1,1,1,1,1,0,0,0,1,1,-1,-1,0,0,1,-1,0,1,0,1,1,0,1,0,0,1,1,1
3357,1,1,1,1,1,0,-1,1,0,0,0,1,1,-1,-1,1,0,1,-1,0,1,0,0,0,1,1,0,1,1,0,1
3358,1,0,1,1,1,0,0,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,0,1,0,1,1,1,0
3359,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
336-1,1,0,1,1,1,0,0,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
3361,1,0,1,1,1,1,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
336-1,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,0,1,-1,1,1,1,1,1,0,1,0,1,0,1,1
3363,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
3364,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
3365,1,0,1,1,1,0,0,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
3366,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
3367,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,0
3368,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3369,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,0,1,1,1,1
337-1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
3371,1,1,1,0,1,0,-1,-1,0,1,1,1,1,0,-1,1,1,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0
337-1,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
3373,0,1,0,1,0,0,1,1,0,1,1,0,1,-1,0,1,1,0,1,1,1,1,1,1,0,-1,0,1,1,0,0
3374,1,1,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,1,1,1,-1,1,1,1,1,1,0,0,0,1,1,0,0
3375,1,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,0
3376,1,1,1,1,1,0,1,-1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1
3377,1,0,1,1,1,0,1,-1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
3378,1,0,1,1,1,0,0,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
3379,0,0,0,1,0,0,1,1,1,1,1,0,0,-1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,-1,1,1
338-1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,0,0,0,0,1,1,0
3381,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,-1,1,1,0,0,1,1,1,0,1,-1,0,1
338-1,1,0,1,1,1,0,0,0,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0
